name,years_in_top1000,total_share
IZAYAH,3,0.000273
RHETA,3,0.000273
JANENE,3,0.000269
MISTIE,3,0.000265
JENSEN,3,0.000265
SHARITA,3,0.000264
TYREEK,3,0.000260
ZAID,3,0.000259
SHANEKA,3,0.000258
ADLAI,3,0.000258
YEHUDA,3,0.000254
KHIRY,3,0.000251
WAYDE,3,0.000249
DANIELE,3,0.000244
TRAYVON,3,0.000241
KAAREN,3,0.000241
SAVON,3,0.000239
MACEO,3,0.000238
SARITA,3,0.000238
DEMETRI,3,0.000234
NARCISSUS,3,0.000224
PLUMMER,3,0.000223
DEMETRA,3,0.000223
KORDELL,3,0.000216
TOWANDA,3,0.000216
BENJI,3,0.000210
CAIN,3,0.000209
SHERREE,3,0.000209
MIKAL,3,0.000208
JONATAN,3,0.000207
MERCY,3,0.000205
JAYE,3,0.000205
TRUDI,3,0.000204
LESS,3,0.000203
DANI,3,0.000203
DENZELL,3,0.000202
LUGENIA,3,0.000202
VENIE,3,0.000201
VICTORINE,3,0.000195
ZANDRA,3,0.000195
PARLEY,3,0.000191
ORRIS,3,0.000191
VESSIE,3,0.000190
DEFOREST,3,0.000188
CLOTILDE,3,0.000186
ZILLAH,3,0.000183
MIRTIE,3,0.000183
DOMENICO,3,0.000183
HILL,3,0.000182
SIMMIE,3,0.000182
DESEAN,3,0.000182
CLYDA,3,0.000181
FESTUS,3,0.000179
CHERRYL,3,0.000178
CLARNCE,3,0.000178
ELODIE,3,0.000177
MAYO,3,0.000176
ODUS,3,0.000175
ISIDOR,3,0.000174
SELDON,3,0.000174
IRVINE,3,0.000173
TORIANO,3,0.000173
BETTYJANE,3,0.000173
LISSA,3,0.000173
ROBT,3,0.000171
BEV,3,0.000171
SILVESTER,3,0.000170
ELZY,3,0.000170
PASCAL,3,0.000170
CLEMENCE,3,0.000170
YOEL,3,0.000170
LEVINA,3,0.000170
HAZELLE,3,0.000169
ZAIDA,3,0.000169
RAGNA,3,0.000169
IZOLA,3,0.000169
MILLS,3,0.000168
GIFFORD,3,0.000168
HARMAN,3,0.000167
PAGE,3,0.000167
ESTON,3,0.000167
BUEL,3,0.000167
LORENZ,3,0.000166
HALSEY,3,0.000165
NOLIA,3,0.000164
VINEY,3,0.000164
BANKS,3,0.000163
LORING,3,0.000163
ELEX,3,0.000163
SHARYL,3,0.000163
IVIE,3,0.000162
CEIL,3,0.000162
GURNEY,3,0.000161
TILLA,3,0.000161
SANDIE,3,0.000161
LEONCE,3,0.000160
EVIA,3,0.000160
ARDELLE,3,0.000160
DAYLE,3,0.000160
GUNDA,3,0.000159
ESTES,3,0.000158
LILLIS,3,0.000158
GWENDA,3,0.000158
MATH,3,0.000157
MARCELLO,3,0.000157
LONEY,3,0.000156
LIDIE,3,0.000156
BENA,3,0.000156
CANDYCE,3,0.000156
VERENA,3,0.000155
GUSTAVUS,3,0.000154
LAURANCE,3,0.000154
LONG,3,0.000154
FIDELIA,3,0.000154
PINKEY,3,0.000154
TEXANNA,3,0.000154
GENOVEVA,3,0.000154
HEYWARD,3,0.000153
ELBA,3,0.000152
LEANER,3,0.000152
FLEDA,3,0.000152
VIRGIA,3,0.000151
HIDEO,3,0.000151
ASSUNTA,3,0.000151
DEBORRAH,3,0.000151
BARNIE,3,0.000150
ARMIN,3,0.000150
PORFIRIO,3,0.000150
PARLEE,3,0.000150
JOELLA,3,0.000149
EMIT,3,0.000149
ESSEX,3,0.000149
LEMMA,3,0.000149
CLARINE,3,0.000149
MAROLYN,3,0.000149
RIAN,3,0.000148
CHARLOTTIE,3,0.000148
TEXAS,3,0.000148
ALEEN,3,0.000148
WILLIEMAE,3,0.000148
ALVIA,3,0.000147
LINNA,3,0.000147
ARRA,3,0.000147
MARGARITE,3,0.000147
NELLO,3,0.000146
VIRDIE,3,0.000146
ARDYCE,3,0.000145
BURNS,3,0.000144
KAZUO,3,0.000144
JARRAD,3,0.000144
CLEDA,3,0.000144
MASAKO,3,0.000144
FLORIE,3,0.000142
ELSE,3,0.000142
ASON,3,0.000141
LAVONA,3,0.000141
FLORENTINO,3,0.000140
FUMIKO,3,0.000139
ESTILL,3,0.000139
ERASMUS,3,0.000138
DONATO,3,0.000138
ELA,3,0.000138
ABB,3,0.000137
CHARLY,3,0.000137
SHARIF,3,0.000137
ANCEL,3,0.000136
BABE,3,0.000135
LAMARCUS,3,0.000135
ELIA,3,0.000135
ALMOND,3,0.000134
MINORU,3,0.000133
ALVY,3,0.000132
ALVAN,3,0.000132
BLUFORD,3,0.000131
AZZIE,3,0.000130
AGNESS,3,0.000124
VERLON,3,0.000123
CORWIN,3,0.000123
EZZARD,3,0.000106
RODERIC,3,0.000095
TERANCE,3,0.000094
DARRYLL,3,0.000090
KIMBALL,3,0.000087
MILEY,2,0.001860
MARELY,2,0.000670
JASLENE,2,0.000660
AUDRINA,2,0.000647
MYLEE,2,0.000609
MANILA,2,0.000516
JORDIN,2,0.000483
LONDYN,2,0.000456
AZUL,2,0.000432
ADALYN,2,0.000428
ADELYN,2,0.000415
KADIJAH,2,0.000409
STEPHANI,2,0.000405
SHILOH,2,0.000401
MADILYNN,2,0.000392
LISBETH,2,0.000378
JAZLYNN,2,0.000357
KALEENA,2,0.000340
KANYE,2,0.000335
ALETHEA,2,0.000335
MOESHA,2,0.000333
JOSELIN,2,0.000326
GIADA,2,0.000326
MYLIE,2,0.000318
AMIRAH,2,0.000313
JOCELYNN,2,0.000311
MADDEN,2,0.000306
ZHANE,2,0.000306
NATHALIA,2,0.000302
CICELY,2,0.000300
YAHAIRA,2,0.000299
GIULIANA,2,0.000296
ALIANA,2,0.000291
XENA,2,0.000290
ZANIYAH,2,0.000290
ERYKAH,2,0.000289
TEA,2,0.000287
LILLIANNA,2,0.000283
KIARRA,2,0.000283
BRITNY,2,0.000281
AZARIA,2,0.000275
ADAMARIS,2,0.000272
LATIFAH,2,0.000271
SANAI,2,0.000271
ALYVIA,2,0.000265
NAKITA,2,0.000264
ERIS,2,0.000259
SHEYLA,2,0.000257
SHANEQUA,2,0.000256
HADASSAH,2,0.000256
TAMYA,2,0.000255
HEIDY,2,0.000254
CIELO,2,0.000253
CHANTE,2,0.000251
ANGELES,2,0.000248
RIANNA,2,0.000246
TAYLA,2,0.000242
BRYN,2,0.000241
HALLEY,2,0.000238
MARTIKA,2,0.000236
KANISHA,2,0.000236
MARLEN,2,0.000235
DAJA,2,0.000228
RAIDEN,2,0.000225
KAEL,2,0.000223
NORITA,2,0.000223
WINTER,2,0.000223
ESTEFANY,2,0.000223
CIJI,2,0.000219
KOEN,2,0.000217
SALENA,2,0.000217
IVONNE,2,0.000216
RONIN,2,0.000215
MALORIE,2,0.000214
MALLORIE,2,0.000213
SLADE,2,0.000211
FARAH,2,0.000211
RAYAN,2,0.000211
CONTINA,2,0.000210
JAYDAN,2,0.000209
CIARRA,2,0.000208
DEREON,2,0.000206
CHELSY,2,0.000205
KYLENE,2,0.000203
ECHO,2,0.000202
SHAUNNA,2,0.000202
NIKOLAI,2,0.000200
YAEL,2,0.000199
CINTHIA,2,0.000199
JESENIA,2,0.000194
CHERELLE,2,0.000192
SHANELLE,2,0.000191
SHAQUITA,2,0.000191
NYREE,2,0.000189
TORRIE,2,0.000189
TALEN,2,0.000188
TAHJ,2,0.000187
MARLANA,2,0.000187
PORSCHE,2,0.000187
MAKHI,2,0.000186
JORDI,2,0.000186
TREYTON,2,0.000186
BECKHAM,2,0.000184
JAYVION,2,0.000184
SERINA,2,0.000184
VONETTA,2,0.000184
DAMARI,2,0.000183
SHIRL,2,0.000183
CHERILYN,2,0.000183
TOBI,2,0.000183
LAKENDRA,2,0.000183
JARETT,2,0.000182
YUREM,2,0.000182
GIDGET,2,0.000182
ALOMA,2,0.000178
ZANA,2,0.000176
CHIMERE,2,0.000176
LASHUNDA,2,0.000174
TYRIQ,2,0.000173
DURELL,2,0.000172
DANYELL,2,0.000172
MARKITA,2,0.000172
TAYSHAUN,2,0.000171
ADIN,2,0.000170
MARNITA,2,0.000169
IMANOL,2,0.000168
TAVION,2,0.000167
AYESHA,2,0.000167
CONSUELA,2,0.000165
KIEFER,2,0.000163
CUBA,2,0.000163
SHARMAN,2,0.000163
JERILYNN,2,0.000162
LINDBERGH,2,0.000162
SHONA,2,0.000160
KESHAUN,2,0.000159
DANYEL,2,0.000157
MUSTAFA,2,0.000157
JENNIFFER,2,0.000156
KAVON,2,0.000154
LEMMIE,2,0.000153
ROMELLO,2,0.000153
VIDAL,2,0.000152
FREDY,2,0.000152
DAULTON,2,0.000152
LASONYA,2,0.000151
RAYFIELD,2,0.000148
KEANDRE,2,0.000146
ANONA,2,0.000146
ELWANDA,2,0.000145
DURRELL,2,0.000143
SEBRINA,2,0.000143
ODIN,2,0.000142
MACARTHUR,2,0.000141
ARNETT,2,0.000140
GIBSON,2,0.000140
TANDY,2,0.000140
DAVANTE,2,0.000139
RAS,2,0.000139
LAVONDA,2,0.000138
SING,2,0.000137
COOLIDGE,2,0.000137
BILAL,2,0.000137
HARTLEY,2,0.000136
JOELL,2,0.000136
NEEDHAM,2,0.000134
SAINT,2,0.000134
WAINO,2,0.000134
FLAVIA,2,0.000134
WIRT,2,0.000133
EDRA,2,0.000133
MANSFIELD,2,0.000132
ELANA,2,0.000132
ROENA,2,0.000131
RAFAELA,2,0.000131
ADRIENE,2,0.000131
ALMEDIA,2,0.000130
CRETE,2,0.000130
BABYBOY,2,0.000129
LIANE,2,0.000129
KNOX,2,0.000128
BETHANN,2,0.000128
HARTWELL,2,0.000127
BRYTON,2,0.000127
EDLA,2,0.000127
HOY,2,0.000126
AGUSTA,2,0.000126
DAWNE,2,0.000126
MARGERET,2,0.000125
MORA,2,0.000125
BRIGID,2,0.000125
CATO,2,0.000124
GWYN,2,0.000124
DEMONTE,2,0.000124
COLLIS,2,0.000123
OTA,2,0.000123
EPIFANIO,2,0.000122
DELINDA,2,0.000122
RUFFUS,2,0.000122
VANDER,2,0.000122
JINNIE,2,0.000122
LORIA,2,0.000122
KENJI,2,0.000122
OVID,2,0.000121
CLEVA,2,0.000121
WESS,2,0.000120
LEITHA,2,0.000120
MACE,2,0.000119
LILLARD,2,0.000119
RUIE,2,0.000119
MELONY,2,0.000118
EUSTACE,2,0.000117
OLOF,2,0.000117
CAPTAIN,2,0.000117
HORTON,2,0.000117
COLIE,2,0.000117
CLAUDIUS,2,0.000116
REYNOLDS,2,0.000116
TAJ,2,0.000116
KEENEN,2,0.000116
VELIA,2,0.000116
JETHRO,2,0.000115
DEJON,2,0.000115
GRACIA,2,0.000115
REUBIN,2,0.000114
GARVIN,2,0.000114
EPSIE,2,0.000114
CLEVIE,2,0.000114
TILMAN,2,0.000114
CORNIE,2,0.000113
OCTAVIUS,2,0.000113
ODETTE,2,0.000113
MARGY,2,0.000113
CHAUNCY,2,0.000112
EDNAH,2,0.000112
MENA,2,0.000112
VINIE,2,0.000112
MARGRETT,2,0.000112
SANJUANA,2,0.000112
LITTLETON,2,0.000111
MANSON,2,0.000111
NAMON,2,0.000110
NILE,2,0.000110
ADRON,2,0.000110
RINDA,2,0.000110
PURL,2,0.000109
HURBERT,2,0.000109
CLEMON,2,0.000108
ELFIE,2,0.000108
ILO,2,0.000108
AILI,2,0.000108
HORTENSIA,2,0.000108
YAAKOV,2,0.000107
ORLENA,2,0.000107
ARDATH,2,0.000107
VASHON,2,0.000106
PEARLY,2,0.000106
HOLMES,2,0.000105
EVERET,2,0.000105
GASPER,2,0.000105
LEMPI,2,0.000105
SHELVIA,2,0.000105
MERRILEE,2,0.000105
JOBE,2,0.000104
LINN,2,0.000104
OTT,2,0.000104
SIE,2,0.000104
POSEY,2,0.000104
OWENS,2,0.000104
MIKHAIL,2,0.000104
LEAFY,2,0.000104
ANTONETTA,2,0.000104
LORIS,2,0.000104
GLENNIS,2,0.000104
JUDYTH,2,0.000104
EBBIE,2,0.000103
HALBERT,2,0.000103
WANITA,2,0.000103
MAL,2,0.000103
SEVERT,2,0.000103
JERRAD,2,0.000103
LILLER,2,0.000103
DOSSIE,2,0.000103
PAMELIA,2,0.000103
COLON,2,0.000102
HANSEL,2,0.000102
ARAMINTA,2,0.000102
CHARLOTTA,2,0.000102
MAHALIA,2,0.000102
HENNIE,2,0.000102
LESTA,2,0.000102
OLINDA,2,0.000102
MARALYN,2,0.000102
BLAS,2,0.000101
HARRIE,2,0.000101
ORREN,2,0.000101
EPHRAM,2,0.000101
ENCARNACION,2,0.000101
GEORGEANNA,2,0.000101
CRESSIE,2,0.000101
BEBE,2,0.000101
SHIRLIE,2,0.000101
ONEIDA,2,0.000101
FERMAN,2,0.000100
LISH,2,0.000100
RIDGE,2,0.000100
FLORENCIO,2,0.000100
TOSHIO,2,0.000100
RENNIE,2,0.000100
TINIE,2,0.000100
OLIVA,2,0.000100
HASEL,2,0.000100
MILDA,2,0.000100
DORTHEY,2,0.000100
BRINDA,2,0.000100
BURREL,2,0.000099
LITHA,2,0.000099
OPHA,2,0.000099
LEOMA,2,0.000099
LORAYNE,2,0.000099
ALFERD,2,0.000098
LAVONIA,2,0.000098
THRESA,2,0.000098
NOBIE,2,0.000098
SIGNA,2,0.000098
MARGENE,2,0.000098
JESSEE,2,0.000097
GORGE,2,0.000097
JOSHUAH,2,0.000097
LOUANNA,2,0.000097
PHEOBE,2,0.000097
FLORETTA,2,0.000097
WELLS,2,0.000096
CLIDE,2,0.000096
AH,2,0.000096
CHARLS,2,0.000096
ELGIE,2,0.000096
ALYS,2,0.000096
CELIE,2,0.000096
CORALIE,2,0.000096
COLUMBIA,2,0.000096
EVER,2,0.000096
WOOD,2,0.000095
DOZIER,2,0.000095
RUSTIN,2,0.000095
TERELL,2,0.000095
LETHIA,2,0.000095
CARLOTA,2,0.000095
INGEBORG,2,0.000095
FELIPA,2,0.000095
MARYLOUISE,2,0.000095
ATLAS,2,0.000094
INGRAM,2,0.000094
TYRUS,2,0.000094
JEB,2,0.000094
TUAN,2,0.000094
ELEONORE,2,0.000094
FRANCISQUI,2,0.000094
FITZGERALD,2,0.000093
MARGET,2,0.000093
FREMONT,2,0.000093
CEASAR,2,0.000093
MADORA,2,0.000093
ALCIE,2,0.000093
JACQUELYNN,2,0.000093
ELICK,2,0.000092
LYDELL,2,0.000092
DUSTAN,2,0.000092
LOREAN,2,0.000092
TOSHIKO,2,0.000092
SOLEDAD,2,0.000092
BURGESS,2,0.000091
DELIAH,2,0.000091
ARTA,2,0.000091
HARL,2,0.000091
ALWINA,2,0.000091
AMALIE,2,0.000090
CENA,2,0.000090
DINK,2,0.000090
EVELENA,2,0.000090
LALLA,2,0.000090
PRENTISS,2,0.000089
ANASTACIA,2,0.000089
AMA,2,0.000089
KIYOKO,2,0.000089
ABBOTT,2,0.000088
AURTHUR,2,0.000088
DEMIAN,2,0.000088
HORACIO,2,0.000088
DELLIA,2,0.000088
DIONICIO,2,0.000087
CHANCEY,2,0.000087
BERTINA,2,0.000087
ALBERTUS,2,0.000086
CROCKETT,2,0.000086
ANANIAS,2,0.000086
OZELL,2,0.000086
FLINT,2,0.000086
CHANNIE,2,0.000086
EWIN,2,0.000085
AMADO,2,0.000085
AMMA,2,0.000085
FRANC,2,0.000085
GAINES,2,0.000084
CYNTHA,2,0.000084
ARKIE,2,0.000084
ALEXINA,2,0.000083
ANIE,2,0.000083
DEZZIE,2,0.000083
DUFF,2,0.000083
CHANEY,2,0.000083
BAYARD,2,0.000082
JERREL,2,0.000076
DARRYN,2,0.000074
ILLYA,2,0.000074
SHAN,2,0.000073
QUINT,2,0.000072
ALFIE,2,0.000067
GEOFF,2,0.000064
LINDEN,2,0.000063
DESI,2,0.000062
THEODIS,2,0.000058
RANDOLF,2,0.000058
LEVERN,2,0.000057
MICHIAL,2,0.000056
DERYL,2,0.000055
GRAYLING,2,0.000055
CHRISTOP,1,0.000517
AADEN,1,0.000442
ALLISSON,1,0.000371
YULISSA,1,0.000320
CAYLEE,1,0.000285
ELIZABET,1,0.000223
MARELI,1,0.000199
AKEELAH,1,0.000193
NIRA,1,0.000192
DAYAMI,1,0.000189
ALISSON,1,0.000180
BEYONCE,1,0.000178
CHACE,1,0.000170
NYLAH,1,0.000168
NAYELY,1,0.000167
CLARISA,1,0.000165
JAEDA,1,0.000164
JAZLENE,1,0.000164
ADALYNN,1,0.000160
MIKALAH,1,0.000159
YAMILEX,1,0.000157
NALLELY,1,0.000155
ARLETH,1,0.000155
JULISA,1,0.000153
ALEXANDR,1,0.000151
JASLYN,1,0.000151
GEMMA,1,0.000150
LAILAH,1,0.000150
BRYNLEE,1,0.000149
RAELYNN,1,0.000146
BETHZY,1,0.000145
MARLIE,1,0.000145
ALEXANDE,1,0.000144
IESHIA,1,0.000144
ANABELLA,1,0.000143
ARIELLA,1,0.000142
KATHERIN,1,0.000139
KAMORA,1,0.000139
PAITYN,1,0.000139
PAYTEN,1,0.000139
TREASURE,1,0.000136
RENADA,1,0.000135
TAJA,1,0.000134
DARIANA,1,0.000134
AMIAH,1,0.000134
ANNELIESE,1,0.000133
AVERI,1,0.000133
BRIANDA,1,0.000132
MALAYA,1,0.000132
JOSELINE,1,0.000132
AVAH,1,0.000132
KELIS,1,0.000131
KARSYN,1,0.000131
KASH,1,0.000130
AUDRIANNA,1,0.000129
JAMIYA,1,0.000129
LAYLAH,1,0.000129
MANILLA,1,0.000128
SONJI,1,0.000128
JOLETTE,1,0.000128
JORJA,1,0.000128
CARLEIGH,1,0.000128
KYLAH,1,0.000127
KENLEY,1,0.000127
SLOANE,1,0.000127
ELIANNA,1,0.000127
KUNTA,1,0.000126
SHAWNTE,1,0.000126
TAINA,1,0.000125
KARYME,1,0.000125
GWYNETH,1,0.000124
MONTSERRAT,1,0.000124
ARLY,1,0.000123
TATIA,1,0.000120
MIKAILA,1,0.000120
KYMANI,1,0.000119
EVITA,1,0.000118
SHAE,1,0.000117
KYARA,1,0.000117
KIYA,1,0.000117
ISHAAN,1,0.000115
CINNAMON,1,0.000114
MARTINE,1,0.000114
SHAWNEE,1,0.000114
GRISEL,1,0.000113
DAFNE,1,0.000113
JEMAL,1,0.000112
CORAIMA,1,0.000112
TATYANNA,1,0.000112
JADIEL,1,0.000111
BRANDE,1,0.000111
IRIDIAN,1,0.000111
SHANNEN,1,0.000110
NOHELY,1,0.000110
NEHA,1,0.000110
KEILA,1,0.000110
MICAYLA,1,0.000109
TYREKE,1,0.000108
URIJAH,1,0.000108
SHARDAE,1,0.000108
KEANNA,1,0.000108
BODE,1,0.000107
AUDRIANA,1,0.000107
MAIYA,1,0.000107
SHAFTER,1,0.000106
ZAIDEN,1,0.000106
JENILEE,1,0.000106
KAMILAH,1,0.000105
AYAAN,1,0.000104
BRITTA,1,0.000104
KALENE,1,0.000104
JAYCIE,1,0.000104
YULISA,1,0.000104
KELLAN,1,0.000103
SHARDE,1,0.000103
SHAQUANA,1,0.000103
SHANIECE,1,0.000103
BAYLIE,1,0.000103
JAHIR,1,0.000102
MANERVA,1,0.000102
CAMISHA,1,0.000102
SHALON,1,0.000102
CHERRELLE,1,0.000102
TIESHA,1,0.000102
DEYANIRA,1,0.000102
DAIJAH,1,0.000102
NERY,1,0.000101
AARAV,1,0.000101
TRIPP,1,0.000101
DJUNA,1,0.000101
ARIANE,1,0.000100
KAYLENE,1,0.000100
GEOVANNI,1,0.000099
SHEILAH,1,0.000099
SHENNA,1,0.000099
DIANDRA,1,0.000099
MIRIAH,1,0.000099
CRYSTA,1,0.000099
YADIEL,1,0.000098
SABLE,1,0.000098
DJUANA,1,0.000097
DWAN,1,0.000097
TEELA,1,0.000097
ADILENE,1,0.000097
ANDON,1,0.000096
KYSON,1,0.000096
BRITTNAY,1,0.000096
KANESHA,1,0.000096
JASMYNE,1,0.000095
CALLUM,1,0.000094
KEENA,1,0.000094
CHAKA,1,0.000094
ELENI,1,0.000094
DEEGAN,1,0.000093
LENNON,1,0.000093
SOMER,1,0.000093
LATOYIA,1,0.000093
TASHINA,1,0.000093
ABDIEL,1,0.000092
SHAREE,1,0.000092
JOI,1,0.000092
SHARDAY,1,0.000092
MIESHA,1,0.000092
KELAN,1,0.000091
TEGAN,1,0.000091
ZILPAH,1,0.000091
LANDAN,1,0.000090
CARSEN,1,0.000090
KOLTEN,1,0.000090
TAI,1,0.000090
JALISSA,1,0.000090
KYRIE,1,0.000089
JAHEEM,1,0.000088
COEN,1,0.000088
DAXTON,1,0.000088
SHAWNNA,1,0.000088
KINDRA,1,0.000088
LISANDRO,1,0.000087
TENIKA,1,0.000087
VIOLETA,1,0.000087
GRECIA,1,0.000087
WORLEY,1,0.000086
KODA,1,0.000086
CORIE,1,0.000086
SHATARA,1,0.000086
ANDERS,1,0.000085
PEPPER,1,0.000085
CRISTEN,1,0.000084
SHIRA,1,0.000084
SHYHEIM,1,0.000083
TAVIAN,1,0.000083
JACQUEZ,1,0.000083
TYREESE,1,0.000083
LUC,1,0.000083
TORIE,1,0.000083
NEREIDA,1,0.000083
DELPHIN,1,0.000082
TRENTEN,1,0.000082
ORILLA,1,0.000082
JAQUEZ,1,0.000081
MORDECHAI,1,0.000081
WENDE,1,0.000081
SHANDRA,1,0.000081
TYRIK,1,0.000080
KEION,1,0.000079
TISA,1,0.000079
KHARI,1,0.000078
RAQUAN,1,0.000078
OSBALDO,1,0.000078
TAMISHA,1,0.000078
SILVER,1,0.000077
GRAYDON,1,0.000077
DAUNTE,1,0.000077
IRVA,1,0.000077
JERYL,1,0.000077
SCHLEY,1,0.000076
COLETON,1,0.000075
JELANI,1,0.000075
CANYON,1,0.000075
SIMONA,1,0.000075
AMBERS,1,0.000074
DESTRY,1,0.000074
MILLY,1,0.000073
ROBLEY,1,0.000072
MINERVIA,1,0.000072
NEPPIE,1,0.000072
RILLIE,1,0.000072
SHARLEEN,1,0.000072
HARDEN,1,0.000071
MIGUELANGEL,1,0.000071
ARMAN,1,0.000071
DAYNE,1,0.000071
MELISSIA,1,0.000071
LISLE,1,0.000070
FREDIE,1,0.000070
SHOJI,1,0.000070
RASHAAN,1,0.000070
MEDORA,1,0.000070
DYAN,1,0.000070
FIELDING,1,0.000069
HARROLD,1,0.000069
CHRISTION,1,0.000069
FLEETA,1,0.000069
PANDORA,1,0.000069
TREENA,1,0.000069
TILDEN,1,0.000068
EWART,1,0.000068
TYRIN,1,0.000068
KENAN,1,0.000068
VALINDA,1,0.000068
DENINE,1,0.000068
GUILFORD,1,0.000067
DANEEN,1,0.000067
INGER,1,0.000067
THORWALD,1,0.000066
HUGHES,1,0.000066
JAJUAN,1,0.000066
CAPRICE,1,0.000066
CAS,1,0.000065
ERVING,1,0.000065
YORK,1,0.000065
DONACIANO,1,0.000065
VOLLIE,1,0.000065
HARM,1,0.000065
MYKEL,1,0.000065
DEVAUGHN,1,0.000065
OLINE,1,0.000065
ORMA,1,0.000065
VICTORY,1,0.000065
ERBY,1,0.000064
HUGHEY,1,0.000064
DENITA,1,0.000064
DARWYN,1,0.000063
DAVONTA,1,0.000063
PALLIE,1,0.000063
MILAS,1,0.000062
VIRGEL,1,0.000062
GOEBEL,1,0.000062
TALLIE,1,0.000062
TEDDIE,1,0.000062
BENARD,1,0.000062
OTHEL,1,0.000062
TATSUO,1,0.000062
DIJON,1,0.000062
KEIFER,1,0.000062
DAMARCUS,1,0.000062
LOREE,1,0.000062
JERRILYN,1,0.000062
KATHEY,1,0.000062
TAMBRA,1,0.000062
SUNDAY,1,0.000062
ARBA,1,0.000061
GRIFFITH,1,0.000061
ESCO,1,0.000061
MATHEWS,1,0.000061
PATE,1,0.000061
KINTE,1,0.000061
CLEMIE,1,0.000061
SYBILLA,1,0.000061
SYLVANIA,1,0.000061
LUCINDY,1,0.000061
ILDA,1,0.000061
KAREL,1,0.000061
LARK,1,0.000060
VICTORIANO,1,0.000060
JEANMARIE,1,0.000060
BRANCH,1,0.000059
BUSH,1,0.000059
GOVERNOR,1,0.000059
MARCHELLO,1,0.000059
SHIRLEYANN,1,0.000059
NORETTA,1,0.000059
DEBROAH,1,0.000059
POLK,1,0.000058
ARBIE,1,0.000058
DUARD,1,0.000058
SEVERO,1,0.000058
TOBIE,1,0.000058
GERALDO,1,0.000058
BEATRIX,1,0.000058
DORATHEA,1,0.000058
SAVILLA,1,0.000058
VIOLETTA,1,0.000058
OCTAVIE,1,0.000058
ORELIA,1,0.000058
PERRI,1,0.000058
ALANZO,1,0.000057
MARSH,1,0.000057
PEARLEY,1,0.000057
EBENEZER,1,0.000057
DELMUS,1,0.000057
GILMER,1,0.000057
OGDEN,1,0.000057
OLAND,1,0.000057
SAMIE,1,0.000057
UNNAMED,1,0.000057
JOLINE,1,0.000057
SHELVIE,1,0.000057
HELAINE,1,0.000057
MICHAELE,1,0.000057
DORETTA,1,0.000057
GAYLENE,1,0.000057
TARI,1,0.000057
ALSTON,1,0.000056
HEBERT,1,0.000056
HEZZIE,1,0.000056
ODDIE,1,0.000056
VINTON,1,0.000056
ZED,1,0.000056
JILES,1,0.000056
GENNARO,1,0.000056
COLTER,1,0.000056
OCTA,1,0.000056
THETA,1,0.000056
FELICITAS,1,0.000056
NILDA,1,0.000056
CASIMIRO,1,0.000055
DIXON,1,0.000055
OBE,1,0.000055
ETHELBERT,1,0.000055
GILMAN,1,0.000055
SHEPHERD,1,0.000055
BURK,1,0.000055
IVERSON,1,0.000055
JOB,1,0.000055
POWELL,1,0.000055
VICK,1,0.000055
EVANDER,1,0.000055
GAITHER,1,0.000055
GRAFTON,1,0.000055
GUTHRIE,1,0.000055
OVILA,1,0.000055
TRUE,1,0.000055
FOCH,1,0.000055
HAKIM,1,0.000055
CORDARO,1,0.000055
SIBBIE,1,0.000055
ELFREDA,1,0.000055
EDRIS,1,0.000055
LANITA,1,0.000055
NILS,1,0.000054
VERE,1,0.000054
ALOYS,1,0.000054
CAM,1,0.000054
HALE,1,0.000054
OFFIE,1,0.000054
WILLY,1,0.000054
LENON,1,0.000054
OZZIE,1,0.000054
ESKER,1,0.000054
LEVIE,1,0.000054
AMERIGO,1,0.000054
RONAL,1,0.000054
ARNETTA,1,0.000054
JEPTHA,1,0.000053
THURLOW,1,0.000053
MURDOCK,1,0.000053
NOLEN,1,0.000053
WILLAIM,1,0.000053
ADAMS,1,0.000053
COLLIER,1,0.000053
GLADSTONE,1,0.000053
DOLL,1,0.000053
IVOR,1,0.000053
MARLAND,1,0.000053
ORRA,1,0.000053
ERLA,1,0.000053
HERMA,1,0.000053
ELMYRA,1,0.000053
ROSABELLE,1,0.000053
FLEET,1,0.000052
LIM,1,0.000052
NIM,1,0.000052
NORTH,1,0.000052
ORVIS,1,0.000052
REASON,1,0.000052
VIRGE,1,0.000052
ZENAS,1,0.000052
BAKER,1,0.000052
BYNUM,1,0.000052
COLVIN,1,0.000052
ELIZAH,1,0.000052
ANCIL,1,0.000052
BUREN,1,0.000052
ERLAND,1,0.000052
TOMA,1,0.000052
ARAH,1,0.000052
CATHERN,1,0.000052
ELIZBETH,1,0.000052
LUCETTA,1,0.000052
MAHALIE,1,0.000052
SINDA,1,0.000052
VICY,1,0.000052
CLYTIE,1,0.000052
ERMINA,1,0.000052
METHA,1,0.000052
PRICILLA,1,0.000052
BEADIE,1,0.000052
NEOLA,1,0.000052
VELA,1,0.000052
AZALEE,1,0.000052
BLANCHIE,1,0.000052
ARLYNE,1,0.000052
VERNELLE,1,0.000052
CANDIDO,1,0.000051
CLEMENTE,1,0.000051
FRIEND,1,0.000051
HENCE,1,0.000051
OBED,1,0.000051
RAFE,1,0.000051
REDDEN,1,0.000051
SALOMON,1,0.000051
COUNCIL,1,0.000051
GENO,1,0.000051
DERL,1,0.000051
WILKIE,1,0.000051
AMIN,1,0.000051
ADALBERTO,1,0.000051
ADINA,1,0.000051
CORDELLA,1,0.000051
ELMIRE,1,0.000051
